Users,sku,Purchase
100122791,SANGBB0001,Gore Bandhu Bhadang
100122771,BELKCP0002,Mix Dryfruit Pickle
100122771,CCUGGS0014,Nolen Gurer Jalbhara Karapak
100122771,KOLMAX0001,Patali Gur
100122759,HYDKBA0010,Karachi Fruit Biscuit
100122745,TCRSJS0001,Muscoth Halwa
100122745,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100122736,PNQDSE0006,Anjeer Paan
100122736,CCUKCD0001,Rossogollas
100122736,PNQDSE0012,Milk Mysore Pak
100122730,BOMMMM0001,Kaju Ice Halwa
100122702,HYDKBA0010,Karachi Fruit Biscuit
100122663,SNDACF0001,Cashew Regular (W240)
100122663,STRPLB0006,Palekar Nankhatai
100122663,PKLHPKM009,Kolhapuri Misal Rassa Masala (Pack of 2)
100122660,CCUKCD0001,Rossogollas
100122655,AGRPAN0001,Kesar Angoori Petha
100122655,SAWAKU0004,Sandgi Mirchi (Stuffed Dried Chili)
100122620,AGRPAN0001,Kesar Angoori Petha
100122619,CCUKCD0001,Rossogollas
100122618,BLRSVS0006,Mysore Pak
100122533,PNQCBM0001,Chitale Bhakarwadi
100122533,GOKSDS0002,Golden Karadant
100122532,PNQGBC0001,Chatpati Bhel
100122531,PNQKKH0011,Chandrakala
100122529,PNQTMS0001,Mini Bakarwadi
100122529,LKONKWL001,Caramel Stick Jaw Toffee
100122528,CCUKCD0001,Rossogollas
100122528,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100122528,CCJKBC0001,Kumari Banana Chips
100122528,PNQATV0022,Bhajani Chakali
100122528,PNQTMS0001,Mini Bakarwadi
100122528,PNQDSE0026,Rice Crackers (Pappu Chakalu)
100122528,HYDKBA0010,Karachi Fruit Biscuit
100122528,PNQLNC0001,Laxminarayan Chiwda (Poha)
100122528,PBKBRSC001,Javitri Papad
100122515,HYDKBA0010,Karachi Fruit Biscuit
100122509,LUHSJS0001,Roasted Chana Badam Barfi
100122509,IDRNSB0011,Laung Sev
100122509,IDRNFT0001,Nafees Toast
100122509,IDRNSB0008,Tomato Sev
100122507,PNQCBM0023,Mango Roll
100122506,PPNQSGU020,Dates Pickle (Pack of 3)
100122506,PNQTMS0001,Mini Bakarwadi
100122505,HYDKBA0010,Karachi Fruit Biscuit
100122503,NAGHLR0001,Orange Burfee
100122491,CCUKCD0001,Rossogollas
100122491,HYDKBA0010,Karachi Fruit Biscuit
100122491,GOIMAC0001,Guava Bar (Cheese)
100122491,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100122491,CCJDLB0052,Piri Cake (Paper Wrapped)
100122491,BKBBBL0004,Bikaneri Bhujia
100122491,IDRNSB0008,Tomato Sev
100122487,PMBLMAP043,Qubes - 200 gm
100122487,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100122487,PNQRFP0016,Dry Calcutta Paan
100122487,PPNQSGU015,Dhana Kairi (Sweet Mango) (Pack of 3)
100122487,HYDKBA0010,Karachi Fruit Biscuit
100122483,NAGHLR0001,Orange Burfee
100122483,PNQDBC0003,Hapus Amba Wadi
100122482,CCUKCD0001,Rossogollas
100122482,HYDKBA0010,Karachi Fruit Biscuit
100122482,PNQTMS0001,Mini Bakarwadi
100122482,GOIMAC0001,Guava Bar (Cheese)
100122482,CCJDLB0052,Piri Cake (Paper Wrapped)
100122482,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100122482,PNQRFP0016,Dry Calcutta Paan
100122482,PNQCBM0001,Chitale Bhakarwadi
100122482,BKBBBL0004,Bikaneri Bhujia
100122482,IDRNSB0010,Mix Mixture
100122482,IDRNSB0003,Ratlami Sev
100122481,PNQRFP0016,Dry Calcutta Paan
100122481,MUSSOS0001,Special Desi Ghee Bal Mithai
100122479,CCUKCD0001,Rossogollas
100122469,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100122469,BOMSET0010,Dryfruit Bombay Halwa
100122469,CCJDLB0004,Kozhikodan Black Halwa
100122469,BLRSVC0010,Maddur Wada 
100122469,RAJVAJ0012,Punjabi Masala Khakra
100122469,PNQPDS0005,Farsan
100122469,RATMAH0001,Alphonso Mango Jam
100122469,PANPAC0001,Mixed Pickle
100122469,PNQRFP0014,Zyakedar Paan Mukhwas
100122469,PNQRFP0011,Poona Mukhwas
100122469,PNQRFP0016,Dry Calcutta Paan
100122466,CCUKCD0001,Rossogollas
100122462,CCUKCD0001,Rossogollas
100122462,PMBLMAP043,Qubes - 200 gm
100122462,CCJDLB0052,Piri Cake (Paper Wrapped)
100122462,LKONKWL001,Caramel Stick Jaw Toffee
100122462,STVLED0012,Grainless Coconut Milky Macroons
100122461,AGRPAN0001,Kesar Angoori Petha
100122452,CCUMUC0012,Mirchi Jhal Chanachur
100122452,CCUGGS0008,Kashi Cham Cham
100122452,PMYJUB0007,Marwari Athana Red Chilli Pickle (Pack of 2)
100122452,BELKCP0001,Mahaniroot Pickle
100122452,BKBBBL0004,Bikaneri Bhujia
100122450,COKKJR0001,Kunju's Jam Rolls
100122450,PNQMPC0001,Natkhat Wheat (Pack of 2)
100122450,PNQPMK0001,Indian Spices Roasted Makhana
100122450,PNQMPC0016,Roasted Soya Nuts (Pack of 2)
100122450,PNQMPC0014,Roasted Bajara (Pack of 2)
100122450,GOICAZ0002,Bebinca (1 Pack)
100122444,HYDKBA0010,Karachi Fruit Biscuit
100122444,PMBLMAP099,Strawberry Syrup
100122444,PMBLMAP005,Mapro Chocolate Topping - 200 ML
100122444,PMBLMAP073,Pink Guava Crush
100122442,HYDKBA0010,Karachi Fruit Biscuit
100122423,PNQLNC0001,Laxminarayan Chiwda (Poha)
100122423,IDRNSB0010,Mix Mixture
100122423,PNQDSE0026,Rice Crackers (Pappu Chakalu)
100122413,LKONKWL001,Caramel Stick Jaw Toffee
100122413,LONMGC0004,Crush Peanut Chikki 
100122413,HYDSRS0014,Dry Fruit Pootharekulu
100122408,PNQCBM0001,Chitale Bhakarwadi
100122408,PNQTMS0001,Mini Bakarwadi
100122406,PNQCBM0001,Chitale Bhakarwadi
100122406,HYDKBA0010,Karachi Fruit Biscuit
100122406,PMBLMAP043,Qubes - 200 gm
100122403,PNQCBM0001,Chitale Bhakarwadi
100122402,GOICAZ0002,Bebinca (1 Pack)
100122402,RATMAH0001,Alphonso Mango Jam
100122402,IDRNSB0008,Tomato Sev
100122402,PNQDSE0026,Rice Crackers (Pappu Chakalu)
100122402,PNQTMS0001,Mini Bakarwadi
100122402,PKLHPKM016,Kolhapuri Thecha Red (Pack of 2)
100122398,PBKBBBL008,Mung Papad
100122394,DHWBTP0001,Dharwad Pedha
100122394,CCJKBC0001,Kumari Banana Chips
100122394,PNQATV0022,Bhajani Chakali
100122390,PNQCBM0001,Chitale Bhakarwadi
100122378,BELKCP0002,Mix Dryfruit Pickle
100122378,PNQTMS0001,Mini Bakarwadi
100122378,IDRNSB0008,Tomato Sev
100122376,CCUMUC0013,Nimki
100122376,CCUMUC0003,Masala Muri
100122375,CCJDLB0052,Piri Cake (Paper Wrapped)
100122375,CCJDLB0059,Miniti Biscuits
100122375,HYDSRS0002,Badam Sticks
100122375,BLRSVC0010,Maddur Wada 
100122375,PNQPDS0007,Bhakarwadi 
100122374,PNQCBM0014,Besan Ladoo
100122369,PNQCBM0001,Chitale Bhakarwadi
100122369,LONMGC0004,Crush Peanut Chikki 
100122367,TCRSJS0001,Muscoth Halwa
100122360,LONMGC0016,Popular Assorted Chikki 
100122360,GOKSDS0001,Premium Golden Karadant
100122360,PNQCBM0001,Chitale Bhakarwadi
100122358,PNQCBM0001,Chitale Bhakarwadi
100122358,HYDKBA0010,Karachi Fruit Biscuit
100122358,IDRNSB0011,Laung Sev
100122358,IDRNSB0016,Gujarati Mixture
100122358,IDRNSB0003,Ratlami Sev
100122346,HYDKBA0010,Karachi Fruit Biscuit
100122346,CCUKCD0001,Rossogollas
100122346,BOMSET0010,Dryfruit Bombay Halwa
100122346,PNQATV0022,Bhajani Chakali
100122346,PBKBRSC001,Javitri Papad
100122338,CCJDLB0020,Kozhikodan Banana Halwa
100122330,BELKCP0002,Mix Dryfruit Pickle
100122330,STVLED0012,Grainless Coconut Milky Macroons
100122330,CCJKBC0001,Kumari Banana Chips
100122330,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100122330,RATMAH0001,Alphonso Mango Jam
100122318,PNQCBM0005,Mango Burfi
100122317,AGRPAN0004,Rasbari Petha
100122317,AGRPAN0002,Plain Petha
100122317,DELSHS0008,Doda Burfi
100122310,PNQATV0022,Bhajani Chakali
100122310,PNQATV0023,Bhopala Gharage (2 Packs)
100122310,PNQATV0020,Chilly Garlic Shankarpale
100122298,CCJKBC0001,Kumari Banana Chips
100122298,CCJDLB0033,Sweet Banana Chips
100122298,BDQSJF0012,Lilo Chevdo (Pack of 2)
100122298,DHWBTP0001,Dharwad Pedha
100122294,CCJDLB0055,Jackfruit Chips
100122294,CCJDLB0051,Special Rich Plum Cake
100122294,CCJKBC0001,Kumari Banana Chips
100122294,CCJDLB0031,Dal mixture
100122294,PNQPDS0005,Farsan
100122294,PNQCBM0003,Batata Chiwda
100122285,HYDKBA0003,Chocolate Cashew Biscuit
100122285,CCUGGS0004,Chocolate Jalbhara Sandesh 
100122282,LONMGC0004,Crush Peanut Chikki 
100122282,PNQLNC0001,Laxminarayan Chiwda (Poha)
100122282,PNQATV0022,Bhajani Chakali
100122282,HYDKBA0010,Karachi Fruit Biscuit
100122282,STVLED0012,Grainless Coconut Milky Macroons
100122281,PNQDSE0012,Milk Mysore Pak
100122281,HYDKBA0010,Karachi Fruit Biscuit
100122281,LKONKWL001,Caramel Stick Jaw Toffee
100122281,IDRNSB0012,Golden Corn Mixture
100122281,GOIMAC0001,Guava Bar (Cheese)
100122280,HYDKBA0010,Karachi Fruit Biscuit
100122277,DHWBTP0001,Dharwad Pedha
100122266,AGRPAN0007,Kesar Plain Petha
100122264,DHWBTP0001,Dharwad Pedha
100122261,IXGCPS0001,Kunda (1 Pack)
100122261,ALWBTD0001,Alwar Kalakand (Milk Cake)
100122258,CCUKCD0001,Rossogollas
100122258,PNQCBM0001,Chitale Bhakarwadi
100122251,PNQLNC0003,Cornflakes Chiwda
100122251,PNQCBM0004,Makka Chiwda
100122251,PNQLNC0001,Laxminarayan Chiwda (Poha)
100122246,GOIMAC0001,Guava Bar (Cheese)
100122246,GOICAZ0002,Bebinca (1 Pack)
100122243,TCRSJS0001,Muscoth Halwa
100122239,CCJDLB0007,Kozhikodan Dry Fruit Halwa
100122239,CCJDLB0006,Kozhikodan Pista Halwa
100122239,BOMMMM0048,Special Orange Badami Halwa
100122239,TCRSJS0008,Cashew – Milk Halwa
100122239,HYDHMC0001,Puran Puri
100122239,HYDHMC0007,Special Badam Halwa
100122237,PNQRFP0015,Mango Masti
100122237,PNQRFP0010,Anardana Vati
100122237,PNQRFP0008,Chulbuli Imli
100122237,PNQRFP0006,Jira Goli
100122232,PNQCBM0001,Chitale Bhakarwadi
100122232,PNQATV0025,Puran Poli (2 Packs)
100122231,IXGCPS0001,Kunda (1 Pack)
100122225,PNQDSE0012,Milk Mysore Pak
100122222,ALWBTD0001,Alwar Kalakand (Milk Cake)
100122222,PNQDBC0003,Hapus Amba Wadi
100122222,CCUKCD0001,Rossogollas
100122222,PNQLNC0001,Laxminarayan Chiwda (Poha)
100122222,GOIMAC0001,Guava Bar (Cheese)
100122220,HYDKBA0010,Karachi Fruit Biscuit
100122220,PNQLNC0001,Laxminarayan Chiwda (Poha)
100122220,BOMSUM0003,Special Aflatoon
100122220,CCJDLB0052,Piri Cake (Paper Wrapped)
100122220,PNQDSE0026,Rice Crackers (Pappu Chakalu)
100122220,NAGHLR0001,Orange Burfee
100122220,GUROMS0001,Doda Burfi
100122220,HUBPOF0001,Shenga (Groundnut) Chutney
100122219,DHWBTP0001,Dharwad Pedha
100122219,PNQCBM0005,Mango Burfi
100122217,CCJDLB0019,Tea Biscuits
100122217,PNQCBM0001,Chitale Bhakarwadi
100122215,BELKCP0002,Mix Dryfruit Pickle
100122215,CCJKBC0001,Kumari Banana Chips
100122203,CCUKCD0001,Rossogollas
100122203,PNQATV0022,Bhajani Chakali
100122203,HYDKBA0010,Karachi Fruit Biscuit
100122201,HYDKBA0010,Karachi Fruit Biscuit
100122199,HYDKBA0010,Karachi Fruit Biscuit
100122199,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100122199,AGRPAN0004,Rasbari Petha
100122198,CCJKBC0001,Kumari Banana Chips
100122198,PNQLNC0001,Laxminarayan Chiwda (Poha)
100122198,PNQCBM0001,Chitale Bhakarwadi
100122198,PNQATV0022,Bhajani Chakali
100122198,DHWBTP0001,Dharwad Pedha
100122192,IDRNSB0010,Mix Mixture
100122192,PNQPDS0005,Farsan
100122192,PNQCBM0003,Batata Chiwda
100122192,CCJDLB0031,Dal mixture
100122192,IXGCPS0001,Kunda (1 Pack)
100122190,HYDKBA0004,Pista Biscuit
100122190,PSIRKFP001,Banana Papad (25 pcs)
100122190,GOIMAC0001,Guava Bar (Cheese)
100122188,AGRPAN0010,Petha Sandwich
100122188,AGRPAN0004,Rasbari Petha
100122188,AGRPAN0005,Gulab Laddu Petha
100122185,DHWBTP0001,Dharwad Pedha
100122177,HYDKBA0010,Karachi Fruit Biscuit
100122173,AGRPAN0002,Plain Petha
100122169,AGRPAN0007,Kesar Plain Petha
100122166,DHWBTP0001,Dharwad Pedha
100122165,MUSSOS0001,Special Desi Ghee Bal Mithai
100122164,PNQCBM0001,Chitale Bhakarwadi
100122164,AGRPAN0002,Plain Petha
100122164,HYDKBA0010,Karachi Fruit Biscuit
100122164,TCRSJS0001,Muscoth Halwa
100122162,AGRPAN0001,Kesar Angoori Petha
100122162,AGRPAN0003,Paan Petha
100122159,PKLHPKM007,Kolhapuri Phandra Rassa Masala (Pack of 2)
100122159,CCUMUC0003,Masala Muri
100122159,CCUMUC0004,Chira Bhaja
100122159,KOLMAX0004,Kalai Bori
100122151,MUSSOS0001,Special Desi Ghee Bal Mithai
100122151,PNQLNC0001,Laxminarayan Chiwda (Poha)
100122151,CCUKCD0001,Rossogollas
100122150,DHWBTP0001,Dharwad Pedha
100122148,DHWBTP0001,Dharwad Pedha
100122142,CCUKCD0001,Rossogollas
100122140,SSEANF0002,Shenga Chutney (Solapur Spl)
100122138,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100122138,HYDKBA0010,Karachi Fruit Biscuit
100122138,AGRPAN0002,Plain Petha
100122138,RATMAH0001,Alphonso Mango Jam
100122135,BELKCP0002,Mix Dryfruit Pickle
100122135,PPNQSGU015,Dhana Kairi (Sweet Mango) (Pack of 3)
100122135,PPNQSGU020,Dates Pickle (Pack of 3)
100122133,CCUKCD0001,Rossogollas
100122133,MUSSOS0001,Special Desi Ghee Bal Mithai
100122121,CCUMUC0012,Mirchi Jhal Chanachur
100122121,CCUMUC0004,Chira Bhaja
100122121,CCUMUC0003,Masala Muri
100122121,PNQGBC0001,Chatpati Bhel
100122119,AGRPAN0002,Plain Petha
100122118,HYDKBA0010,Karachi Fruit Biscuit
100122111,CCUKCD0001,Rossogollas
100122108,COKKJR0001,Kunju's Jam Rolls
100122108,PNQCBM0001,Chitale Bhakarwadi
100122108,HYDKBA0010,Karachi Fruit Biscuit
100122108,LONMGC0004,Crush Peanut Chikki 
100122107,DELSHS0008,Doda Burfi
100122105,AGRPAN0007,Kesar Plain Petha
100122105,AGRPAN0001,Kesar Angoori Petha
100122102,PNQDSE0010 ,Besan Laddu
100122102,PNQRFP0016,Dry Calcutta Paan
100122097,AGRPAN0007,Kesar Plain Petha
100122085,PNQCBM0001,Chitale Bhakarwadi
100122085,PNQLNC0001,Laxminarayan Chiwda (Poha)
100122084,CCUKCD0001,Rossogollas
100122084,IDRNSB0007,Ujjaini Sev
100122084,IDRNSB0021,Aloo Podina Sev
100122084,PNQPDS0006,Special Chiwda
100122084,PNQATV0018,Methi Mathari
100122084,LONMGC0005,Assorted Chikki 
100122075,IXGCPS0001,Kunda (1 Pack)
100122075,PNQKKH0006,Mango Barfi
100122075,PNQCBM0017,Methi Ladoo
100122072,HYDKBA0010,Karachi Fruit Biscuit
100122072,HYDKBA0002,Cashew Biscuit Premium
100122070,HYDKBA0010,Karachi Fruit Biscuit
100122070,AGRPAN0004,Rasbari Petha
100122070,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100122070,DHWBTP0001,Dharwad Pedha
100122070,BLRSVS0006,Mysore Pak
100122070,PNQCBM0001,Chitale Bhakarwadi
100122070,CCJDLB0036,Ghee Cake
100122070,PMBLMAP043,Qubes - 200 gm
100122070,CCUKCD0001,Rossogollas
100122068,BOMSET0010,Dryfruit Bombay Halwa
100122068,CCUKCD0001,Rossogollas
100122066,PNQCBM0001,Chitale Bhakarwadi
100122058,BLRLSP0001,Lal Mysore Pak
100122058,PNQCBM0001,Chitale Bhakarwadi
100122055,TCRSJS0001,Muscoth Halwa
100122046,PNQMPC0006,Natkhat Ragi (Pack of 2)
100122046,PNQMPC0010,Bhagar Boondi (Pack of 2)
100122046,PNQMPC0009,Rajgira Kurkure (Pack of 2)
100122046,PNQMPC0008,Multi Grain Bullet (Pack of 2)
100122045,PNQATV0022,Bhajani Chakali
100122044,PNQTMS0001,Mini Bakarwadi
100122044,CCUKCD0001,Rossogollas
100122044,PNQATV0022,Bhajani Chakali
100122044,RAJVAJ0003,Jeera Khakra
100122044,RAJVAJ0007,Pav Bhaji Khakra
100122043,HYDKBA0010,Karachi Fruit Biscuit
100122043,PNQCBM0001,Chitale Bhakarwadi
100122043,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100122042,PSIRKFP006,Mango Chutney
100122040,KASKAN0001,Kanwal Shahi Qawah
100122027,BELKCP0002,Mix Dryfruit Pickle
100122027,PNQCBM0001,Chitale Bhakarwadi
100122019,NAGHLR0001,Orange Burfee
100122019,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100122019,BELKCP0002,Mix Dryfruit Pickle
100122019,OOTMOC0094,Ginger Chips
100122015,PNQLNC0001,Laxminarayan Chiwda (Poha)
100122015,CCJCBC0001,Banana Chips
100122015,PNQCBM0001,Chitale Bhakarwadi
100122015,GOICAZ0002,Bebinca (1 Pack)
100122012,CCUKCD0001,Rossogollas
100122012,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100122012,NAGHLR0001,Orange Burfee
100122012,PNQTMS0001,Mini Bakarwadi
100122012,PNQRFP0014,Zyakedar Paan Mukhwas
100122010,AGRPAN0011,Dalmoth
100122010,AGRPAN0012,Dalmoth Special
100122010,CCUMUC0001,Special Papri Chanachur
100122010,IDRNSB0003,Ratlami Sev
100122010,PNQPDS0005,Farsan
100122010,PNQATV0014,Patal Pohe Chiwada
100122010,RTLJSN0006,Medium Mix
100122010,PBKBRSC001,Javitri Papad
100122001,PNQLNC0003,Cornflakes Chiwda
100122001,BKBBBL0006,Karela Chips
100122001,PNQKKH0011,Chandrakala
100122001,LONMGC0003,Peanut Chikki
100122001,SNDACF0001,Cashew Regular (W240)
100122001,MUSSOS0001,Special Desi Ghee Bal Mithai
100121989,PNQCBM0001,Chitale Bhakarwadi
100121977,GOIMAC0001,Guava Bar (Cheese)
100121977,PGOICAZ007,Goa Curry
100121977,GOICAZ0002,Bebinca (1 Pack)
100121977,GOICAZ0001,Dodol (1 Pack)
100121976,PNQLNC0001,Laxminarayan Chiwda (Poha)
100121976,PNQCBM0001,Chitale Bhakarwadi
100121976,LONMGC0003,Peanut Chikki
100121968,PNQCBM0001,Chitale Bhakarwadi
100121968,PNQLNC0001,Laxminarayan Chiwda (Poha)
100121964,PKLHPKM002,Kolhapuri Chicken Rassa Masala (Pack of 2)
100121964,PGOIMAC003,Goa Curry Masala
100121964,PPNQSGU014,Garlic Pickle (Pack of 3)
100121964,PNQDSE0026,Rice Crackers (Pappu Chakalu)
100121964,BKBBBL0004,Bikaneri Bhujia
100121964,IDRNSB0008,Tomato Sev
100121964,PNQATV0020,Chilly Garlic Shankarpale
100121939,PNQLNC0001,Laxminarayan Chiwda (Poha)
100121939,NAGSHS0004,Bhagat’s Coco SonRolls
100121939,NAGSHS0002,Bhagat’s Orange SonRolls 
100121939,KLHAMB0001,Amba Bhadang
100121939,RAJVAJ0004,Methi Khakra
100121939,HYDKBA0002,Cashew Biscuit Premium
100121932,GOICAZ0002,Bebinca (1 Pack)
100121914,CCUKCD0001,Rossogollas
100121914,CCUGNS0007,Ratabi Sandesh
100121914,GOIMAC0001,Guava Bar (Cheese)
100121914,CCJDLB0051,Special Rich Plum Cake
100121914,PNQKKH0016,Kesar Gujjiya
100121909,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100121909,IDRNSB0010,Mix Mixture
100121909,IDRNSB0003,Ratlami Sev
100121909,PNQRFP0016,Dry Calcutta Paan
100121896,HYDKBA0010,Karachi Fruit Biscuit
100121896,NAGHLR0001,Orange Burfee
100121896,CCJDLB0052,Piri Cake (Paper Wrapped)
100121896,CCJDLB0026,Corn Flakes Mixture
100121896,KLHAMB0001,Amba Bhadang
100121896,PNQPDS0008,Makka Chiwada
100121896,SANGBB0001,Gore Bandhu Bhadang
100121896,STVHDC0006,Coated Spicy Peanuts
100121879,PPNQSGU015,Dhana Kairi (Sweet Mango) (Pack of 3)
100121871,SSEANF0002,Shenga Chutney (Solapur Spl)
100121871,PKLHPKM011,Kolhapuri Akkha Masoor Masala (Pack of 2)
100121871,PNQRFP0008,Chulbuli Imli
100121849,PNQRFP0016,Dry Calcutta Paan
100121849,HYDKBA0010,Karachi Fruit Biscuit
100121849,SSEANF0002,Shenga Chutney (Solapur Spl)
100121847,CCJDLB0045,Spicy Piece Muruku
100121847,CCJDLB0055,Jackfruit Chips
100121847,CCJDLB0048,Ola Pakoda
100121847,CCJDLB0032,Murukku
100121847,PMYJUB0001,Channa Tekadi Papad
100121847,HYDHMC0006,Shahi Mix
100121834,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100121820,CCJDLB0015,Delecta Banana Chips
100121820,PNQATV0022,Bhajani Chakali
100121820,CCUMUC0010,Salty Chanachur 
100121820,PNQPDS0007,Bhakarwadi 
100121820,PNQCBM0001,Chitale Bhakarwadi
100121820,STVHDC0007,Garlic Peanuts
100121820,RAJVAJ0005,Kothmir Mircha Khakra
100121820,CCUGGS0003,Jalbhara Sandesh 
100121820,OOTMOC0091,Rocky Road Fudge
100121820,OOTMOC0076,Chocolate Fudge
100121820,PKLHPKM016,Kolhapuri Thecha Red (Pack of 2)
100121801,HYDSRS0013,Sugarfree Ragi
100121796,HYDKBA0010,Karachi Fruit Biscuit
100121790,BLRSVS0006,Mysore Pak
100121790,PNQRFP0016,Dry Calcutta Paan
100121790,IDRNSB0008,Tomato Sev
100121790,GOKSDS0002,Golden Karadant
100121778,PNQLNC0001,Laxminarayan Chiwda (Poha)
100121759,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100121755,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100121755,PMYJUB0008,Gunda Pickle (Pack of 2)
100121741,HYDKBA0010,Karachi Fruit Biscuit
100121737,HYDKBA0010,Karachi Fruit Biscuit
100121737,CCJDLB0015,Delecta Banana Chips
100121737,PNQATV0022,Bhajani Chakali
100121737,CCJDLB0027,Delecta Mixture
100121737,CCJDLB0031,Dal mixture
100121737,CCUMUC0011,Kabuli Channa
100121707,IDRNSB0003,Ratlami Sev
100121707,HYDKBA0010,Karachi Fruit Biscuit
100121700,TCRSJS0001,Muscoth Halwa
100121698,GOICAZ0002,Bebinca (1 Pack)
100121698,BOMMMM0007,Tansen Ice Halwa
100121698,CCUKCD0001,Rossogollas
100121697,SAWAKU0004,Sandgi Mirchi (Stuffed Dried Chili)
100121697,PNQCBM0001,Chitale Bhakarwadi
100121697,CCJDLB0015,Delecta Banana Chips
100121697,PNQCBM0004,Makka Chiwda
100121697,CCUKCD0001,Rossogollas
100121683,LKONKWL001,Caramel Stick Jaw Toffee
100121678,BLRSVS0006,Mysore Pak
100121674,GOICAZ0002,Bebinca (1 Pack)
100121674,LKONKWL001,Caramel Stick Jaw Toffee
100121674,ALWBTD0001,Alwar Kalakand (Milk Cake)
100121666,LKONKWL001,Caramel Stick Jaw Toffee
100121659,PKLHPKM009,Kolhapuri Misal Rassa Masala (Pack of 2)
100121640,HYDKBA0010,Karachi Fruit Biscuit
100121634,SAWAKU0004,Sandgi Mirchi (Stuffed Dried Chili)
100121634,BELKCP0002,Mix Dryfruit Pickle
100121634,DHWBTP0001,Dharwad Pedha
100121634,PNQATV0022,Bhajani Chakali
100121634,PNQRFP0016,Dry Calcutta Paan
100121631,TCRSJS0001,Muscoth Halwa
100121631,HYDKBA0010,Karachi Fruit Biscuit
100121631,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100121630,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100121622,STVLED0002,Nankhatai
100121622,STRPLB0007,Vanilla Rusk
100121622,HYDSRS0012,Fruit Rusk
100121616,AGRPAN0007,Kesar Plain Petha
100121616,AGRPAN0002,Plain Petha
100121603,PNQRFP0016,Dry Calcutta Paan
100121598,CCUKCD0001,Rossogollas
100121595,SAWAKU0004,Sandgi Mirchi (Stuffed Dried Chili)
100121595,HUBPOF0001,Shenga (Groundnut) Chutney
100121595,PNQLNC0001,Laxminarayan Chiwda (Poha)
100121583,NAGSHS0002,Bhagat’s Orange SonRolls 
100121583,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100121583,RTLJSN0001,Ratlami Sev 
100121583,BHJKVK0004,Roasted Penda
100121583,CCJKBC0001,Kumari Banana Chips
100121583,SANGBB0001,Gore Bandhu Bhadang
100121583,BKBBBL0004,Bikaneri Bhujia
100121582,HYDKBA0010,Karachi Fruit Biscuit
100121582,PNQLNC0001,Laxminarayan Chiwda (Poha)
100121582,PNQCBM0001,Chitale Bhakarwadi
100121567,PNQCBM0001,Chitale Bhakarwadi
100121520,BLRSVS0006,Mysore Pak
100121520,CCJDLB0039,Macron Swirls
100121520,TCRSJS0002,Tirunelveli Ghee Halwa
100121516,PKLHPKM016,Kolhapuri Thecha Red (Pack of 2)
100121491,HYDKBA0010,Karachi Fruit Biscuit
100121488,HYDKBA0010,Karachi Fruit Biscuit
100121477,CCUKCD0001,Rossogollas
100121467,MUSSOS0001,Special Desi Ghee Bal Mithai
100121467,BLRLSP0001,Lal Mysore Pak
100121467,OOTMOC0091,Rocky Road Fudge
100121467,CCUMUC0003,Masala Muri
100121467,RTLJSN0001,Ratlami Sev 
100121443,BELKCP0002,Mix Dryfruit Pickle
100121443,PMBLMAP043,Qubes - 200 gm
100121443,CCUKCD0001,Rossogollas
100121443,PNQRFP0016,Dry Calcutta Paan
100121404,DHWBTP0001,Dharwad Pedha
100121388,IDRNSB0016,Gujarati Mixture
100121382,PNQPDS0005,Farsan
100121382,PNQATV0022,Bhajani Chakali
100121382,PNQPMK0001,Indian Spices Roasted Makhana
100121382,PPNQSGU007,Green Chilli Garlic Chutney (Pack of 3)
100121382,PPNQSGU010,Karela Pickle (Pack of 3)
100121380,CCJDLB0026,Corn Flakes Mixture
100121380,IDRNSB0012,Golden Corn Mixture
100121380,PNQPDS0009,Potato Chiwada
100121380,PBKBBBL008,Mung Papad
100121380,STRPLB0008,Cream Roll (Pack of 2)
100121380,PNQPDS0011,Coconut Cookies
100121380,HYDKBA0010,Karachi Fruit Biscuit
100121380,PNQRFP0003,Imli Pop
100121380,PNQRFP0016,Dry Calcutta Paan
100121380,SNDACF0010,Cashew Regular (W320)
100121367,STRPLB0007,Vanilla Rusk
100121367,PNQCBM0001,Chitale Bhakarwadi
100121367,CCJKBC0001,Kumari Banana Chips
